patch,role,champion_name,champion_name_kr,pick_count,pick_rate_pct,win_rate_pct,wilson_low_pct,pop_quartile,flag
15.3,JUNGLE,Shaco,샤코,213,0.459,40.38,34.01,4,
15.3,JUNGLE,Taliyah,탈리야,20,0.043,40.0,21.88,3,
15.3,JUNGLE,Talon,탈론,125,0.269,35.2,27.38,3,
15.3,JUNGLE,RekSai,렉사이,35,0.075,31.43,18.55,3,
15.3,JUNGLE,Akshan,아크샨,1,0.002,100.0,20.65,1,LOW_N
15.3,JUNGLE,MissFortune,미스 포츈,1,0.002,100.0,20.65,1,LOW_N
15.3,JUNGLE,Senna,세나,1,0.002,100.0,20.65,1,LOW_N
15.3,JUNGLE,Sett,세트,1,0.002,100.0,20.65,1,LOW_N
15.3,JUNGLE,Swain,스웨인,1,0.002,100.0,20.65,1,LOW_N
15.3,JUNGLE,Vayne,베인,1,0.002,100.0,20.65,1,LOW_N
15.3,JUNGLE,Zeri,제리,1,0.002,100.0,20.65,1,LOW_N
15.3,JUNGLE,TahmKench,탐 켄치,2,0.004,100.0,34.24,1,LOW_N
15.3,JUNGLE,Shen,쉔,3,0.006,100.0,43.85,2,LOW_N
15.3,JUNGLE,Thresh,쓰레쉬,3,0.006,100.0,43.85,2,LOW_N
15.3,JUNGLE,Sylas,사일러스,13,0.028,69.23,42.37,2,LOW_N
15.3,JUNGLE,Pyke,파이크,3,0.006,66.67,20.77,2,LOW_N
15.3,JUNGLE,Quinn,퀸,3,0.006,66.67,20.77,2,LOW_N
15.3,JUNGLE,Garen,가렌,6,0.013,66.67,30.0,2,LOW_N
15.3,JUNGLE,Ambessa,암베사,12,0.026,66.67,39.06,2,LOW_N
15.3,JUNGLE,Nasus,나서스,12,0.026,66.67,39.06,2,LOW_N
15.3,JUNGLE,Teemo,티모,9,0.019,55.56,26.66,2,LOW_N
15.3,JUNGLE,Bard,바드,2,0.004,50.0,9.45,1,LOW_N
15.3,JUNGLE,Kayle,케일,2,0.004,50.0,9.45,1,LOW_N
15.3,JUNGLE,Rell,렐,2,0.004,50.0,9.45,1,LOW_N
15.3,JUNGLE,Urgot,우르곳,2,0.004,50.0,9.45,1,LOW_N
15.3,JUNGLE,Malphite,말파이트,6,0.013,50.0,18.76,2,LOW_N
15.3,JUNGLE,AurelionSol,아우렐리온 솔,14,0.03,50.0,26.8,2,LOW_N
15.3,JUNGLE,DrMundo,문도 박사,11,0.024,45.45,21.27,2,LOW_N
15.3,JUNGLE,Twitch,트위치,11,0.024,45.45,21.27,2,LOW_N
15.3,JUNGLE,Nautilus,노틸러스,7,0.015,42.86,15.82,2,LOW_N
15.3,JUNGLE,Poppy,뽀삐,10,0.022,40.0,16.82,2,LOW_N
15.3,JUNGLE,Leona,레오나,3,0.006,33.33,6.15,1,LOW_N
15.3,JUNGLE,Naafiri,나피리,3,0.006,33.33,6.15,2,LOW_N
15.3,JUNGLE,Rumble,럼블,3,0.006,33.33,6.15,2,LOW_N
15.3,JUNGLE,Tryndamere,트린다미어,9,0.019,33.33,12.06,2,LOW_N
15.3,JUNGLE,Brand,브랜드,13,0.028,30.77,12.68,2,LOW_N
15.3,JUNGLE,Sion,사이온,10,0.022,30.0,10.78,2,LOW_N
15.3,JUNGLE,Karma,카르마,4,0.009,25.0,4.56,2,LOW_N
15.3,JUNGLE,Chogath,초가스,8,0.017,25.0,7.15,2,LOW_N
15.3,JUNGLE,Anivia,애니비아,1,0.002,0.0,0.0,1,LOW_N
15.3,JUNGLE,Camille,카밀,1,0.002,0.0,0.0,1,LOW_N
15.3,JUNGLE,Fizz,피즈,1,0.002,0.0,0.0,1,LOW_N
15.3,JUNGLE,Heimerdinger,하이머딩거,1,0.002,0.0,0.0,1,LOW_N
15.3,JUNGLE,Janna,잔나,1,0.002,0.0,0.0,1,LOW_N
15.3,JUNGLE,Jinx,징크스,1,0.002,0.0,0.0,1,LOW_N
15.3,JUNGLE,Lux,럭스,1,0.002,0.0,0.0,1,LOW_N
15.3,JUNGLE,Malzahar,말자하,1,0.002,0.0,0.0,1,LOW_N
15.3,JUNGLE,Mel,멜,1,0.002,0.0,0.0,1,LOW_N
15.3,JUNGLE,Nami,나미,1,0.002,0.0,0.0,1,LOW_N
15.3,JUNGLE,Soraka,소라카,1,0.002,0.0,0.0,1,LOW_N
15.3,JUNGLE,Velkoz,벨코즈,1,0.002,0.0,0.0,1,LOW_N
15.3,JUNGLE,Yuumi,유미,2,0.004,0.0,0.0,1,LOW_N
15.3,JUNGLE,Neeko,니코,3,0.006,0.0,0.0,2,LOW_N
15.3,JUNGLE,Singed,신지드,4,0.009,0.0,0.0,2,LOW_N
15.3,MID,Chogath,초가스,125,0.269,60.0,51.24,4,NERF
15.3,MID,Kayle,케일,113,0.243,57.52,48.31,4,NERF
15.3,MID,AurelionSol,아우렐리온 솔,104,0.224,56.73,47.14,4,NERF
15.3,MID,Akali,아칼리,219,0.472,55.71,49.09,4,NERF
15.3,MID,Vex,벡스,108,0.233,55.56,46.15,4,NERF
15.3,MID,Yasuo,야스오,365,0.787,54.79,49.67,4,NERF
15.3,MID,Cassiopeia,카시오페아,141,0.304,54.61,46.38,4,NERF
15.3,MID,Galio,갈리오,168,0.362,53.57,46.03,4,NERF
15.3,MID,Yone,요네,264,0.569,53.03,47.01,4,NERF
15.3,MID,Akshan,아크샨,187,0.403,52.41,45.27,4,NERF
15.3,MID,Kassadin,카사딘,132,0.284,52.27,43.81,4,NERF
15.3,MID,Katarina,카타리나,390,0.84,52.05,47.1,4,NERF
15.3,MID,Zilean,질리언,15,0.032,80.0,54.81,3,BUFF_HIDDEN_STRONG
15.3,MID,Anivia,애니비아,84,0.181,61.9,51.22,3,BUFF_HIDDEN_STRONG
15.3,MID,Diana,다이애나,91,0.196,61.54,51.27,3,BUFF_HIDDEN_STRONG
15.3,MID,Varus,바루스,15,0.032,66.67,41.71,3,
15.3,MID,Pantheon,판테온,44,0.095,63.64,48.87,3,
15.3,MID,Kennen,케넨,24,0.052,62.5,42.71,3,
15.3,MID,Velkoz,벨코즈,82,0.177,57.32,46.52,3,
15.3,MID,Gangplank,갱플랭크,16,0.034,56.25,33.18,3,
15.3,MID,Swain,스웨인,86,0.185,55.81,45.29,3,
15.3,MID,Heimerdinger,하이머딩거,28,0.06,53.57,35.81,3,
15.3,MID,Nasus,나서스,15,0.032,53.33,30.12,3,
15.3,MID,Karma,카르마,53,0.114,52.83,39.66,3,
15.3,MID,Annie,애니,91,0.196,52.75,42.59,3,
15.3,MID,Garen,가렌,40,0.086,52.5,37.5,3,
15.3,MID,Taliyah,탈리야,46,0.099,52.17,38.14,3,
15.3,MID,Ekko,에코,139,0.3,51.8,43.56,4,
15.3,MID,Vladimir,블라디미르,257,0.554,51.75,45.66,4,
15.3,MID,Aurora,오로라,251,0.541,51.0,44.84,4,
15.3,MID,Syndra,신드라,456,0.983,50.88,46.3,4,
15.3,MID,Qiyana,키아나,81,0.175,50.62,39.95,3,
15.3,MID,Sylas,사일러스,289,0.623,50.52,44.79,4,
15.3,MID,Ezreal,이즈리얼,22,0.047,50.0,30.72,3,
15.3,MID,Hwei,흐웨이,276,0.595,49.64,43.78,4,
15.3,MID,Irelia,이렐리아,113,0.243,49.56,40.51,4,
15.3,MID,Talon,탈론,67,0.144,49.25,37.65,3,
15.3,MID,Ahri,아리,370,0.797,48.92,43.86,4,
15.3,MID,Ryze,라이즈,82,0.177,48.78,38.26,3,
15.3,MID,Lux,럭스,290,0.625,48.62,42.92,4,
15.3,MID,Zed,제드,305,0.657,48.52,42.97,4,
15.3,MID,Malphite,말파이트,33,0.071,48.48,32.5,3,
15.3,MID,Brand,브랜드,29,0.062,48.28,31.39,3,
15.3,MID,Veigar,베이가,161,0.347,47.83,40.25,4,
15.3,MID,Mel,멜,603,1.299,47.76,43.8,4,
15.3,MID,Malzahar,말자하,292,0.629,47.6,41.94,4,
15.3,MID,Lissandra,리산드라,250,0.539,47.6,41.49,4,
15.3,MID,Viktor,빅토르,365,0.787,47.4,42.33,4,
15.3,MID,Neeko,니코,19,0.041,47.37,27.33,3,
15.3,MID,Orianna,오리아나,187,0.403,47.06,40.04,4,
15.3,MID,Azir,아지르,116,0.25,46.55,37.73,4,
15.3,MID,TwistedFate,트위스티드 페이트,66,0.142,45.45,34.02,3,
15.3,MID,Leblanc,르블랑,124,0.267,45.16,36.68,4,
15.3,MID,Zoe,조이,102,0.22,45.1,35.79,4,
15.3,MID,Gragas,그라가스,25,0.054,44.0,26.67,3,
15.3,MID,Naafiri,나피리,57,0.123,43.86,31.77,3,
15.3,MID,Xerath,제라스,158,0.34,41.77,34.37,4,
15.3,MID,Fizz,피즈,170,0.366,41.76,34.61,4,
15.3,MID,Tristana,트리스타나,29,0.062,41.38,25.51,3,
15.3,MID,Ziggs,직스,29,0.062,41.38,25.51,3,
15.3,MID,Corki,코르키,47,0.101,40.43,27.64,3,
15.3,MID,Quinn,퀸,38,0.082,39.47,25.6,3,
15.3,MID,Smolder,스몰더,34,0.073,38.24,23.9,3,
15.3,MID,Jayce,제이스,27,0.058,33.33,18.64,3,
15.3,MID,Ambessa,암베사,17,0.037,29.41,13.28,3,
15.3,MID,Briar,브라이어,1,0.002,100.0,20.65,1,LOW_N
15.3,MID,Kindred,킨드레드,1,0.002,100.0,20.65,1,LOW_N
15.3,MID,LeeSin,리 신,1,0.002,100.0,20.65,1,LOW_N
15.3,MID,Leona,레오나,1,0.002,100.0,20.65,1,LOW_N
15.3,MID,Nautilus,노틸러스,1,0.002,100.0,20.65,1,LOW_N
15.3,MID,Senna,세나,1,0.002,100.0,20.65,1,LOW_N
15.3,MID,Samira,사미라,2,0.004,100.0,34.24,1,LOW_N
15.3,MID,Skarner,스카너,2,0.004,100.0,34.24,1,LOW_N
15.3,MID,Viego,비에고,2,0.004,100.0,34.24,1,LOW_N
15.3,MID,Lucian,루시안,3,0.006,100.0,43.85,1,LOW_N
15.3,MID,Ornn,오른,3,0.006,100.0,43.85,2,LOW_N
15.3,MID,Jax,잭스,4,0.009,100.0,51.01,2,LOW_N
15.3,MID,Twitch,트위치,8,0.017,100.0,67.56,2,LOW_N
15.3,MID,Rumble,럼블,4,0.009,75.0,30.06,2,LOW_N
15.3,MID,Aatrox,아트록스,8,0.017,75.0,40.93,2,LOW_N
15.3,MID,MissFortune,미스 포츈,7,0.015,71.43,35.89,2,LOW_N
15.3,MID,Nunu,누누와 윌럼프,13,0.028,69.23,42.37,3,LOW_N
15.3,MID,Camille,카밀,3,0.006,66.67,20.77,1,LOW_N
15.3,MID,Draven,드레이븐,3,0.006,66.67,20.77,1,LOW_N
15.3,MID,Karthus,카서스,3,0.006,66.67,20.77,1,LOW_N
15.3,MID,Lulu,룰루,3,0.006,66.67,20.77,1,LOW_N
15.3,MID,TahmKench,탐 켄치,3,0.006,66.67,20.77,2,LOW_N
15.3,MID,Urgot,우르곳,3,0.006,66.67,20.77,2,LOW_N
15.3,MID,MonkeyKing,오공,8,0.017,62.5,30.57,2,LOW_N
15.3,MID,Zac,자크,5,0.011,60.0,23.07,2,LOW_N
15.3,MID,Jhin,진,10,0.022,60.0,31.27,2,LOW_N
15.3,MID,Zyra,자이라,10,0.022,60.0,31.27,2,LOW_N
15.3,MID,Morgana,모르가나,7,0.015,57.14,25.05,2,LOW_N
15.3,MID,Caitlyn,케이틀린,9,0.019,55.56,26.66,2,LOW_N
15.3,MID,Aphelios,아펠리오스,2,0.004,50.0,9.45,1,LOW_N
15.3,MID,Fiora,피오라,2,0.004,50.0,9.45,1,LOW_N
15.3,MID,Graves,그레이브즈,2,0.004,50.0,9.45,1,LOW_N
15.3,MID,Illaoi,일라오이,2,0.004,50.0,9.45,1,LOW_N
15.3,MID,JarvanIV,자르반 4세,2,0.004,50.0,9.45,1,LOW_N
15.3,MID,Rakan,라칸,2,0.004,50.0,9.45,1,LOW_N
15.3,MID,Zeri,제리,2,0.004,50.0,9.45,1,LOW_N
15.3,MID,Mordekaiser,모데카이저,4,0.009,50.0,15.0,2,LOW_N
15.3,MID,Riven,리븐,4,0.009,50.0,15.0,2,LOW_N
15.3,MID,Volibear,볼리베어,4,0.009,50.0,15.0,2,LOW_N
15.3,MID,FiddleSticks,FiddleSticks,6,0.013,50.0,18.76,2,LOW_N
15.3,MID,Sion,사이온,6,0.013,50.0,18.76,2,LOW_N
15.3,MID,Tryndamere,트린다미어,8,0.017,50.0,21.52,2,LOW_N
15.3,MID,Shen,쉔,11,0.024,45.45,21.27,2,LOW_N
15.3,MID,Seraphine,세라핀,9,0.019,44.44,18.88,2,LOW_N
15.3,MID,Kaisa,카이사,7,0.015,42.86,15.82,2,LOW_N
15.3,MID,KogMaw,코그모,7,0.015,42.86,15.82,2,LOW_N
15.3,MID,Singed,신지드,5,0.011,40.0,11.76,2,LOW_N
15.3,MID,Vayne,베인,5,0.011,40.0,11.76,2,LOW_N
15.3,MID,Yorick,요릭,5,0.011,40.0,11.76,2,LOW_N
15.3,MID,Renekton,레넥톤,11,0.024,36.36,15.17,2,LOW_N
15.3,MID,Gwen,그웬,3,0.006,33.33,6.15,1,LOW_N
15.3,MID,MasterYi,마스터 이,3,0.006,33.33,6.15,1,LOW_N
15.3,MID,Teemo,티모,3,0.006,33.33,6.15,2,LOW_N
15.3,MID,Sett,세트,6,0.013,33.33,9.68,2,LOW_N
15.3,MID,KSante,크산테,10,0.022,30.0,10.78,2,LOW_N
15.3,MID,Bard,바드,1,0.002,0.0,0.0,1,LOW_N
15.3,MID,DrMundo,문도 박사,1,0.002,0.0,0.0,1,LOW_N
15.3,MID,Gnar,나르,1,0.002,0.0,0.0,1,LOW_N
15.3,MID,Jinx,징크스,1,0.002,0.0,0.0,1,LOW_N
15.3,MID,Kalista,칼리스타,1,0.002,0.0,0.0,1,LOW_N
15.3,MID,Sivir,시비르,1,0.002,0.0,0.0,1,LOW_N
15.3,MID,Taric,타릭,1,0.002,0.0,0.0,1,LOW_N
15.3,MID,Thresh,쓰레쉬,1,0.002,0.0,0.0,1,LOW_N
15.3,MID,Trundle,트런들,1,0.002,0.0,0.0,1,LOW_N
15.3,MID,XinZhao,신 짜오,2,0.004,0.0,0.0,1,LOW_N
15.3,MID,Pyke,파이크,3,0.006,0.0,0.0,2,LOW_N
15.3,MID,Darius,다리우스,4,0.009,0.0,0.0,2,LOW_N
15.3,SUPPORT,Maokai,마오카이,130,0.28,59.23,50.64,4,NERF
15.3,SUPPORT,Janna,잔나,332,0.715,56.93,51.55,4,NERF
15.3,SUPPORT,Swain,스웨인,130,0.28,56.15,47.57,4,NERF
15.3,SUPPORT,Lulu,룰루,895,1.929,55.42,52.15,4,NERF
15.3,SUPPORT,Poppy,뽀삐,125,0.269,54.4,45.67,4,NERF
15.3,SUPPORT,Milio,밀리오,425,0.916,53.65,48.89,4,NERF
15.3,SUPPORT,Leona,레오나,330,0.711,53.03,47.64,4,NERF
15.3,SUPPORT,Senna,세나,246,0.53,52.85,46.61,4,NERF
15.3,SUPPORT,Pantheon,판테온,151,0.325,52.32,44.39,4,NERF
15.3,SUPPORT,Teemo,티모,23,0.05,60.87,40.79,3,
15.3,SUPPORT,Shaco,샤코,48,0.103,60.42,46.31,3,
15.3,SUPPORT,Zac,자크,15,0.032,60.0,35.75,3,
15.3,SUPPORT,Sylas,사일러스,30,0.065,56.67,39.2,3,
15.3,SUPPORT,Neeko,니코,56,0.121,55.36,42.41,3,
15.3,SUPPORT,Sona,소나,118,0.254,55.08,46.09,3,
15.3,SUPPORT,Brand,브랜드,87,0.187,52.87,42.49,3,
15.3,SUPPORT,Renata,레나타 글라스크,71,0.153,52.11,40.69,3,
15.3,SUPPORT,Galio,갈리오,25,0.054,52.0,33.5,3,
15.3,SUPPORT,Zyra,자이라,196,0.422,51.53,44.57,4,
15.3,SUPPORT,Nami,나미,722,1.556,51.11,47.47,4,
15.3,SUPPORT,Karma,카르마,494,1.064,51.01,46.61,4,
15.3,SUPPORT,Lux,럭스,286,0.616,50.7,44.93,4,
15.3,SUPPORT,Morgana,모르가나,227,0.489,50.66,44.2,4,
15.3,SUPPORT,Yuumi,유미,340,0.733,50.29,45.01,4,
15.3,SUPPORT,Mel,멜,111,0.239,49.55,40.42,3,
15.3,SUPPORT,Nautilus,노틸러스,297,0.64,49.16,43.52,4,
15.3,SUPPORT,Thresh,쓰레쉬,563,1.213,48.67,44.56,4,
15.3,SUPPORT,Elise,엘리스,223,0.481,48.43,41.95,4,
15.3,SUPPORT,Soraka,소라카,231,0.498,48.05,41.69,4,
15.3,SUPPORT,Xerath,제라스,100,0.215,48.0,38.46,3,
15.3,SUPPORT,Hwei,흐웨이,21,0.045,47.62,28.34,3,
15.3,SUPPORT,TahmKench,탐 켄치,124,0.267,47.58,39.0,4,
15.3,SUPPORT,Braum,브라움,230,0.496,47.39,41.03,4,
15.3,SUPPORT,Zilean,질리언,123,0.265,47.15,38.55,3,
15.3,SUPPORT,Rakan,라칸,128,0.276,46.88,38.45,4,
15.3,SUPPORT,Rell,렐,195,0.42,46.67,39.8,4,
15.3,SUPPORT,Shen,쉔,26,0.056,46.15,28.76,3,
15.3,SUPPORT,Alistar,알리스타,120,0.259,45.83,37.19,3,
15.3,SUPPORT,Bard,바드,147,0.317,45.58,37.74,4,
15.3,SUPPORT,Seraphine,세라핀,95,0.205,45.26,35.63,3,
15.3,SUPPORT,Pyke,파이크,228,0.491,45.18,38.85,4,
15.3,SUPPORT,Blitzcrank,블리츠크랭크,152,0.328,42.76,35.17,4,
15.3,SUPPORT,Taric,타릭,101,0.218,42.57,33.38,3,
15.3,SUPPORT,Velkoz,벨코즈,139,0.3,41.01,33.18,4,
15.3,SUPPORT,Zoe,조이,22,0.047,40.91,23.26,3,
15.3,SUPPORT,Leblanc,르블랑,15,0.032,40.0,19.82,3,
15.3,SUPPORT,Quinn,퀸,15,0.032,40.0,19.82,3,
15.3,SUPPORT,Twitch,트위치,20,0.043,40.0,21.88,3,
15.3,SUPPORT,FiddleSticks,FiddleSticks,18,0.039,38.89,20.3,3,
15.3,SUPPORT,Aurora,오로라,1,0.002,100.0,20.65,1,LOW_N
15.3,SUPPORT,Fiora,피오라,1,0.002,100.0,20.65,1,LOW_N
15.3,SUPPORT,Gnar,나르,1,0.002,100.0,20.65,1,LOW_N
15.3,SUPPORT,Mordekaiser,모데카이저,1,0.002,100.0,20.65,1,LOW_N
15.3,SUPPORT,Vex,벡스,1,0.002,100.0,20.65,1,LOW_N
15.3,SUPPORT,Vi,바이,1,0.002,100.0,20.65,1,LOW_N
15.3,SUPPORT,Nunu,누누와 윌럼프,2,0.004,100.0,34.24,1,LOW_N
15.3,SUPPORT,Yasuo,야스오,2,0.004,100.0,34.24,2,LOW_N
15.3,SUPPORT,Varus,바루스,3,0.006,100.0,43.85,2,LOW_N
15.3,SUPPORT,Nidalee,니달리,5,0.011,80.0,37.55,2,LOW_N
15.3,SUPPORT,Jax,잭스,4,0.009,75.0,30.06,2,LOW_N
15.3,SUPPORT,Ivern,아이번,10,0.022,70.0,39.68,2,LOW_N
15.3,SUPPORT,Caitlyn,케이틀린,3,0.006,66.67,20.77,2,LOW_N
15.3,SUPPORT,Heimerdinger,하이머딩거,3,0.006,66.67,20.77,2,LOW_N
15.3,SUPPORT,Rammus,람머스,3,0.006,66.67,20.77,2,LOW_N
15.3,SUPPORT,Syndra,신드라,6,0.013,66.67,30.0,2,LOW_N
15.3,SUPPORT,Veigar,베이가,6,0.013,66.67,30.0,2,LOW_N
15.3,SUPPORT,Amumu,아무무,8,0.017,62.5,30.57,2,LOW_N
15.3,SUPPORT,Sejuani,세주아니,8,0.017,62.5,30.57,2,LOW_N
15.3,SUPPORT,Orianna,오리아나,5,0.011,60.0,23.07,2,LOW_N
15.3,SUPPORT,MissFortune,미스 포츈,7,0.015,57.14,25.05,2,LOW_N
15.3,SUPPORT,Annie,애니,14,0.03,57.14,32.59,3,LOW_N
15.3,SUPPORT,Chogath,초가스,13,0.028,53.85,29.14,3,LOW_N
15.3,SUPPORT,Akshan,아크샨,2,0.004,50.0,9.45,1,LOW_N
15.3,SUPPORT,Darius,다리우스,2,0.004,50.0,9.45,1,LOW_N
15.3,SUPPORT,Talon,탈론,2,0.004,50.0,9.45,1,LOW_N
15.3,SUPPORT,XinZhao,신 짜오,2,0.004,50.0,9.45,1,LOW_N
15.3,SUPPORT,Malzahar,말자하,4,0.009,50.0,15.0,2,LOW_N
15.3,SUPPORT,Lissandra,리산드라,6,0.013,50.0,18.76,2,LOW_N
15.3,SUPPORT,Sett,세트,6,0.013,50.0,18.76,2,LOW_N
15.3,SUPPORT,Anivia,애니비아,10,0.022,50.0,23.66,2,LOW_N
15.3,SUPPORT,TwistedFate,트위스티드 페이트,10,0.022,50.0,23.66,2,LOW_N
15.3,SUPPORT,Ornn,오른,5,0.011,40.0,11.76,2,LOW_N
15.3,SUPPORT,Taliyah,탈리야,5,0.011,40.0,11.76,2,LOW_N
15.3,SUPPORT,Camille,카밀,14,0.03,35.71,16.34,3,LOW_N
15.3,SUPPORT,MonkeyKing,오공,3,0.006,33.33,6.15,2,LOW_N
15.3,SUPPORT,Ziggs,직스,3,0.006,33.33,6.15,2,LOW_N
15.3,SUPPORT,Gragas,그라가스,9,0.019,33.33,12.06,2,LOW_N
15.3,SUPPORT,JarvanIV,자르반 4세,13,0.028,30.77,12.68,3,LOW_N
15.3,SUPPORT,Malphite,말파이트,13,0.028,30.77,12.68,3,LOW_N
15.3,SUPPORT,Ashe,애쉬,14,0.03,28.57,11.72,3,LOW_N
15.3,SUPPORT,LeeSin,리 신,4,0.009,25.0,4.56,2,LOW_N
15.3,SUPPORT,Sion,사이온,9,0.019,22.22,6.32,2,LOW_N
15.3,SUPPORT,Ahri,아리,1,0.002,0.0,0.0,1,LOW_N
15.3,SUPPORT,Azir,아지르,1,0.002,0.0,0.0,1,LOW_N
15.3,SUPPORT,Cassiopeia,카시오페아,1,0.002,0.0,0.0,1,LOW_N
15.3,SUPPORT,Ezreal,이즈리얼,1,0.002,0.0,0.0,1,LOW_N
15.3,SUPPORT,Graves,그레이브즈,1,0.002,0.0,0.0,1,LOW_N
15.3,SUPPORT,Hecarim,헤카림,1,0.002,0.0,0.0,1,LOW_N
15.3,SUPPORT,Katarina,카타리나,1,0.002,0.0,0.0,1,LOW_N
15.3,SUPPORT,Kled,클레드,1,0.002,0.0,0.0,1,LOW_N
15.3,SUPPORT,Naafiri,나피리,1,0.002,0.0,0.0,1,LOW_N
15.3,SUPPORT,RekSai,렉사이,1,0.002,0.0,0.0,1,LOW_N
15.3,SUPPORT,Urgot,우르곳,1,0.002,0.0,0.0,1,LOW_N
15.3,SUPPORT,Viego,비에고,1,0.002,0.0,0.0,1,LOW_N
15.3,SUPPORT,Volibear,볼리베어,1,0.002,0.0,0.0,1,LOW_N
15.3,SUPPORT,Yone,요네,1,0.002,0.0,0.0,1,LOW_N
15.3,SUPPORT,Ekko,에코,2,0.004,0.0,0.0,1,LOW_N
15.3,SUPPORT,Evelynn,이블린,2,0.004,0.0,0.0,1,LOW_N
15.3,SUPPORT,Fizz,피즈,2,0.004,0.0,0.0,1,LOW_N
15.3,SUPPORT,Skarner,스카너,3,0.006,0.0,0.0,2,LOW_N
15.3,SUPPORT,Kennen,케넨,4,0.009,0.0,0.0,2,LOW_N
15.3,TOP,Urgot,우르곳,175,0.377,57.71,50.31,4,NERF
15.3,TOP,Teemo,티모,162,0.349,57.41,49.71,4,NERF
15.3,TOP,Yorick,요릭,128,0.276,53.91,45.28,4,NERF
15.3,TOP,Quinn,퀸,132,0.284,53.79,45.3,4,NERF
15.3,TOP,Riven,리븐,229,0.493,53.71,47.25,4,NERF
15.3,TOP,Mordekaiser,모데카이저,294,0.634,53.06,47.35,4,NERF
15.3,TOP,Tryndamere,트린다미어,132,0.284,53.03,44.55,4,NERF
15.3,TOP,Aatrox,아트록스,317,0.683,52.68,47.19,4,NERF
15.3,TOP,Warwick,워윅,154,0.332,52.6,44.74,4,NERF
15.3,TOP,Darius,다리우스,419,0.903,52.51,47.72,4,NERF
15.3,TOP,Yone,요네,197,0.425,52.28,45.33,4,NERF
15.3,TOP,Kayle,케일,343,0.739,52.19,46.91,4,NERF
15.3,TOP,Chogath,초가스,413,0.89,52.06,47.24,4,NERF
15.3,TOP,Akshan,아크샨,22,0.047,72.73,51.85,3,BUFF_HIDDEN_STRONG
15.3,TOP,Kennen,케넨,102,0.22,59.8,50.1,3,BUFF_HIDDEN_STRONG
15.3,TOP,MonkeyKing,오공,54,0.116,61.11,47.79,3,
15.3,TOP,Kayn,케인,26,0.056,57.69,38.95,3,
15.3,TOP,Yasuo,야스오,69,0.149,56.52,44.79,3,
15.3,TOP,Gangplank,갱플랭크,92,0.198,56.52,46.33,3,
15.3,TOP,Sylas,사일러스,48,0.103,56.25,42.27,3,
15.3,TOP,Zac,자크,40,0.086,55.0,39.83,3,
15.3,TOP,Illaoi,일라오이,83,0.179,54.22,43.55,3,
15.3,TOP,Maokai,마오카이,74,0.159,54.05,42.78,3,
15.3,TOP,Heimerdinger,하이머딩거,40,0.086,52.5,37.5,3,
15.3,TOP,Kled,클레드,63,0.136,52.38,40.27,3,
15.3,TOP,Akali,아칼리,65,0.14,52.31,40.38,3,
15.3,TOP,Malphite,말파이트,301,0.649,51.5,45.87,4,
15.3,TOP,Nasus,나서스,205,0.442,51.22,44.42,4,
15.3,TOP,Gnar,나르,157,0.338,50.96,43.21,4,
15.3,TOP,Pantheon,판테온,118,0.254,50.85,41.94,4,
15.3,TOP,Aurora,오로라,61,0.131,50.82,38.6,3,
15.3,TOP,DrMundo,문도 박사,156,0.336,50.64,42.87,4,
15.3,TOP,TahmKench,탐 켄치,131,0.282,50.38,41.93,4,
15.3,TOP,Irelia,이렐리아,177,0.381,50.28,42.99,4,
15.3,TOP,Sett,세트,375,0.808,50.13,45.1,4,
15.3,TOP,Garen,가렌,381,0.821,49.61,44.61,4,
15.3,TOP,Vayne,베인,71,0.153,49.3,38.0,3,
15.3,TOP,Fiora,피오라,138,0.297,49.28,41.07,4,
15.3,TOP,Trundle,트런들,124,0.267,49.19,40.55,4,
15.3,TOP,Camille,카밀,132,0.284,48.48,40.12,4,
15.3,TOP,Jax,잭스,236,0.509,48.31,42.01,4,
15.3,TOP,Renekton,레넥톤,181,0.39,48.07,40.9,4,
15.3,TOP,Shen,쉔,167,0.36,47.9,40.46,4,
15.3,TOP,Gwen,그웬,92,0.198,47.83,37.91,3,
15.3,TOP,Olaf,올라프,65,0.14,47.69,36.02,3,
15.3,TOP,Ornn,오른,193,0.416,47.67,40.74,4,
15.3,TOP,Swain,스웨인,21,0.045,47.62,28.34,3,
15.3,TOP,Ambessa,암베사,198,0.427,47.47,40.63,4,
15.3,TOP,Gragas,그라가스,163,0.351,47.24,39.73,4,
15.3,TOP,Ryze,라이즈,32,0.069,46.88,30.87,3,
15.3,TOP,Cassiopeia,카시오페아,64,0.138,46.88,35.18,3,
15.3,TOP,Karma,카르마,28,0.06,46.43,29.53,3,
15.3,TOP,Volibear,볼리베어,229,0.493,45.85,39.52,4,
15.3,TOP,Sion,사이온,191,0.412,45.55,38.64,4,
15.3,TOP,KSante,크산테,161,0.347,44.72,37.25,4,
15.3,TOP,Singed,신지드,81,0.175,44.44,34.12,3,
15.3,TOP,Vladimir,블라디미르,154,0.332,42.86,35.31,4,
15.3,TOP,Mel,멜,26,0.056,42.31,25.54,3,
15.3,TOP,Zilean,질리언,19,0.041,42.11,23.14,3,
15.3,TOP,Rumble,럼블,52,0.112,40.38,28.16,3,
15.3,TOP,Smolder,스몰더,15,0.032,40.0,19.82,3,
15.3,TOP,Jayce,제이스,80,0.172,40.0,29.96,3,
15.3,TOP,Udyr,우디르,18,0.039,38.89,20.3,3,
